Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2013,"Chris Dwyer","KCR","AAA",25,159.2,0.26150628,0.75518672,0.1242236,0.37681159,0.4989648,0.2033195,0.06224066,0.46341463,0.2703252,0.26626016,0.08834877,1021,1571,2592,"10045"
2013,"Brooks Raley","CHC","AAA",25,141.1,0.28603104,1.26829268,0.16964286,0.46428571,0.36607143,0.23170732,0.07926829,0.43939394,0.23376623,0.32683983,0.08911346,782,1395,2177,"10061"
2013,"Johnny Hellweg","MIL","AAA",24,125.2,0.27019499,2.23404255,0.14845938,0.58823529,0.26330532,0.26595745,0.06382979,0.44109589,0.20547945,0.35342466,0.07973734,925,1207,2132,"10065"
2010,"Jeremy Powell","PIT","AAA",34,134.1,0.28904429,1.19496855,0.18648019,0.44289044,0.37062937,0.19496855,0.09433962,0.48984199,0.248307,0.26185102,0.06954436,747,1338,2085,"1010490"
2018,"Ryan Weber","TBR","AAA",27,115.1,0.30422535,2.24705882,0.22689076,0.53501401,0.23809524,0.16470588,0.10588235,0.49450549,0.24725275,0.25824176,0.08515535,568,1170,1738,"10160"
2012,"Shelby Miller","STL","AAA",21,136.2,0.3220339,0.63451777,0.125,0.33967391,0.53532609,0.20304569,0.12182741,0.42440318,0.24137931,0.33421751,0.0997921,840,1565,2405,"10197"
2014,"Ariel Pena","MIL","AAA",25,128.1,0.26582278,0.77083333,0.20807453,0.3447205,0.44720497,0.28472222,0.08333333,0.3902439,0.26829268,0.34146341,0.14208145,904,1306,2210,"10240"
2013,"Andy Oliver","PIT","AAA",25,124.1,0.29245283,1.30275229,0.17973856,0.46405229,0.35620915,0.18348624,0.05504587,0.440625,0.25625,0.303125,0.11429795,984,1352,2336,"10257"
2011,"Andy Oliver","DET","AAA",23,147,0.33168317,0.98101266,0.23658537,0.37804878,0.38536585,0.16455696,0.09493671,0.39047619,0.27619048,0.33333333,0.09827255,1025,1580,2605,"10257"
2012,"Andy Oliver","DET","AAA",24,118,0.29447853,1.07751938,0.17027864,0.43034056,0.3993808,0.34108527,0.05426357,0.42215569,0.25149701,0.32634731,0.11070111,913,1255,2168,"10257"
2016,"Justin Marks","TBR","AAA",28,140,0.28682171,1.15753425,0.19847328,0.43002545,0.37150127,0.2739726,0.09589041,0.42892768,0.24438903,0.32668329,0.09745939,919,1482,2401,"10265"
2013,"Justin Marks","KCR","AAA",25,129.2,0.33850129,0.93220339,0.11627907,0.42635659,0.45736434,0.16384181,0.03954802,0.45431472,0.25634518,0.2893401,0.09552757,933,1370,2303,"10265"
2014,"Chris Heston","SFG","AAA",26,173,0.26407767,1.69078947,0.21042471,0.496139,0.29343629,0.18421053,0.10526316,0.47924528,0.2245283,0.29622642,0.08628231,907,1608,2515,"10302"
2019,"Erasmo Ramirez","BOS","AAA",29,125.1,0.28457447,1.44094488,0.20103093,0.47164948,0.32731959,0.22834646,0.14173228,0.47461929,0.2284264,0.29695431,0.09639777,737,1234,1971,"10314"
2015,"Robbie Erlin","SDP","AAA",24,125.1,0.32908163,1.42741935,0.23989899,0.4469697,0.31313131,0.18548387,0.17741935,0.41646489,0.28813559,0.29539952,0.09332024,705,1331,2036,"10354"
2010,"Brian Lawrence","FLA","AAA",34,142.2,0.32962138,1.22641509,0.22197802,0.42857143,0.34945055,0.14465409,0.11949686,0.49356223,0.22746781,0.27896996,0.09811828,776,1456,2232,"1045"
2019,"Scott Copeland","WSN","AAA",31,114.1,0.31736527,2.63513514,0.21802326,0.56686047,0.21511628,0.14864865,0.27027027,0.51274788,0.21246459,0.27478754,0.0997009,780,1226,2006,"10706"
2015,"Scott Copeland","TOR","AAA",27,125,0.27543424,2.94186047,0.16089109,0.62623762,0.21287129,0.25581395,0.09302326,0.50851582,0.18734793,0.30413625,0.07915994,714,1143,1857,"10706"
2017,"Scott Copeland","MIA","AAA",29,137.2,0.33253012,2.33,0.21647059,0.54823529,0.23529412,0.12,0.2,0.52183908,0.25747126,0.22068966,0.09421939,846,1351,2197,"10706"
2014,"Red Patterson","LAD","AAA",27,121.1,0.32963989,1.21830986,0.16223404,0.46010638,0.37765957,0.18309859,0.14788732,0.47506562,0.22572178,0.2992126,0.09927611,709,1225,1934,"10710"
2017,"Drew Hutchison","PIT","AAA",26,159.1,0.28421053,1.4025974,0.22268908,0.45378151,0.32352941,0.20779221,0.09090909,0.4396728,0.23108384,0.32924335,0.10206422,1001,1615,2616,"10732"
2013,"Asher Wojciechowski","HOU","AAA",24,134,0.26835443,0.72682927,0.17865429,0.34570766,0.47563805,0.22926829,0.04878049,0.4416476,0.2402746,0.3180778,0.08439201,783,1421,2204,"10836"
2015,"Asher Wojciechowski","HOU","AAA",26,115.1,0.31868132,0.92857143,0.26027397,0.35616438,0.38356164,0.26428571,0.09285714,0.44,0.24266667,0.31733333,0.08560924,691,1213,1904,"10836"
2018,"Christian Bergman","SEA","AAA",30,141.2,0.34375,1,0.21145374,0.39427313,0.39427313,0.16759777,0.08379888,0.4137931,0.2737069,0.3125,0.09227468,822,1508,2330,"10925"
2014,"Josh A. Smith","CIN","AAA",26,159,0.3223301,0.72511848,0.27634195,0.30417495,0.4194831,0.25118483,0.03791469,0.45019157,0.2394636,0.31034483,0.07488186,1035,1716,2751,"10946"
2016,"Jake Buchanan","CHC","AAA",26,141,0.32888889,2.63157895,0.18246445,0.59241706,0.22511848,0.17894737,0.06315789,0.52655889,0.21016166,0.26327945,0.09072978,727,1301,2028,"10962"
2018,"Jake Buchanan","ARI","AAA",28,156.2,0.33643123,1.94776119,0.26716141,0.48423006,0.24860853,0.17164179,0.06716418,0.43014706,0.24816176,0.32169118,0.07494824,899,1516,2415,"10962"
2015,"John Gast","STL","AAA",26,121.2,0.34474328,0.92168675,0.20448878,0.38154613,0.41396509,0.14457831,0.07228916,0.42583732,0.284689,0.28947368,0.09883721,740,1324,2064,"11133"
2014,"Eric Jokisch","CHC","AAA",24,158.1,0.31019523,1.21084337,0.19162996,0.44273128,0.36563877,0.19879518,0.07228916,0.40889831,0.27542373,0.31567797,0.10890671,805,1564,2369,"11157"
2018,"Eric Jokisch","OAK","AAA",28,148.2,0.32553191,2.02521008,0.22580645,0.51827957,0.25591398,0.14285714,0.10084034,0.45228216,0.29253112,0.25518672,0.08790755,883,1540,2423,"11157"
2017,"Eric Jokisch","ARI","AAA",27,134.2,0.2960373,1.66666667,0.20567376,0.4964539,0.29787234,0.17460317,0.0952381,0.46031746,0.24036281,0.29931973,0.09137529,776,1369,2145,"11157"
2016,"David Buchanan","PHI","AAA",27,167.1,0.27715356,1.47928994,0.21240602,0.46992481,0.31766917,0.20710059,0.0887574,0.38615665,0.24408015,0.36976321,0.0838843,874,1546,2420,"11176"
2014,"Casey Sadler","PIT","AAA",23,124.2,0.28974359,1.88888889,0.20204604,0.52173913,0.27621483,0.19444444,0.10185185,0.50623441,0.22693267,0.26683292,0.09687836,671,1187,1858,"11209"
2014,"Zach Neal","OAK","AAA",25,119.1,0.31688312,1.19285714,0.21282051,0.42820513,0.35897436,0.2,0.10714286,0.50626566,0.24561404,0.2481203,0.09668353,580,1199,1779,"11294"
2015,"Zach Neal","OAK","AAA",26,131.1,0.32045455,1.4751773,0.20861678,0.47165533,0.31972789,0.19858156,0.07092199,0.51447661,0.23385301,0.25167038,0.09875203,566,1277,1843,"11294"
2017,"Seth Frankoff","CHC","AAA",28,116.2,0.27906977,1.56435644,0.15359477,0.51633987,0.33006536,0.16831683,0.17821782,0.4984127,0.26666667,0.23492063,0.10933471,780,1159,1939,"11346"
2015,"Pat Dean","MIN","AAA",26,179,0.28169014,1.00892857,0.20774648,0.39788732,0.3943662,0.20089286,0.04464286,0.43598616,0.2733564,0.29065744,0.06481113,798,1717,2515,"11350"
2013,"Brandon Cumpton","PIT","AAA",24,122,0.29781421,2.75949367,0.17270195,0.60724234,0.22005571,0.11392405,0.07594937,0.49731183,0.2016129,0.30107527,0.07712082,735,1210,1945,"11366"
2011,"Josh Butler","MIL","AAA",26,141.2,0.3209607,1.47651007,0.20302376,0.47516199,0.32181425,0.14765101,0.16107383,0.46777547,0.24324324,0.28898129,0.06558029,1063,1453,2516,"1141"
2011,"Yunesky Maya","WSN","AAA",29,129.2,0.29974811,1.21710526,0.16584158,0.45792079,0.37623762,0.23026316,0.09210526,0.45365854,0.26341463,0.28292683,0.08291203,658,1320,1978,"11420"
2012,"Yunesky Maya","WSN","AAA",30,167,0.25842697,1.45405405,0.16544118,0.49448529,0.34007353,0.16216216,0.10810811,0.45306859,0.22021661,0.3267148,0.06438468,836,1618,2454,"11420"
2013,"Yunesky Maya","WSN","AAA",31,146.1,0.30947368,1.60544218,0.18162393,0.5042735,0.31410256,0.19727891,0.06802721,0.46280992,0.19008264,0.34710744,0.08235824,742,1480,2222,"11420"
2015,"Anthony Ranaudo","TEX","AAA",25,118,0.30640669,0.82692308,0.21052632,0.35734072,0.43213296,0.19871795,0.08974359,0.42204301,0.27688172,0.30107527,0.07969925,722,1273,1995,"11424"
2014,"Anthony Ranaudo","BOS","AAA",24,138,0.26410256,0.83243243,0.18115942,0.37198068,0.4468599,0.28648649,0.04864865,0.41943128,0.23933649,0.34123223,0.08017058,845,1500,2345,"11424"
2016,"A.J. Cole","WSN","AAA",24,124.2,0.30997305,1.1294964,0.21693122,0.41534392,0.36772487,0.20863309,0.11510791,0.49870801,0.24031008,0.26098191,0.10845771,692,1318,2010,"11467"
2014,"Zach Lee","LAD","AAA",22,150.2,0.32317073,1.54320988,0.16935484,0.50403226,0.3266129,0.14197531,0.11111111,0.40748031,0.26181102,0.33070866,0.08627126,920,1491,2411,"11468"
2014,"Dallas Beeler","CHC","AAA",25,124.1,0.27956989,2.16,0.15733333,0.576,0.26666667,0.17,0.08,0.44619423,0.22834646,0.32545932,0.08017103,698,1173,1871,"11471"
2017,"Williams Perez","CHC","AAA",26,120.1,0.32022472,1.72115385,0.20728291,0.50140056,0.29131653,0.17307692,0.07692308,0.44230769,0.20604396,0.35164835,0.06394491,797,1236,2033,"11592"
2016,"Deck McGuire","STL","AAA",27,134,0.29396325,0.87209302,0.18274112,0.38071066,0.43654822,0.19186047,0.12790698,0.49875931,0.24069479,0.26054591,0.09251511,788,1363,2151,"11596"
2014,"Mike Kickham","SFG","AAA",25,148.1,0.35511983,2.33333333,0.22902494,0.53968254,0.23129252,0.16666667,0.07843137,0.46566524,0.21459227,0.31974249,0.09831345,956,1475,2431,"11618"
2015,"Toru Murata","CLE","AAA",30,164.1,0.26452906,1.13684211,0.1960396,0.42772277,0.37623762,0.26842105,0.08421053,0.41165049,0.24854369,0.33980583,0.07801114,827,1506,2333,"11652"
2018,"Justin Nicolino","CIN","AAA",26,134.1,0.33258427,1.00564972,0.21460177,0.39380531,0.39159292,0.16949153,0.07344633,0.44782609,0.25652174,0.29565217,0.08190652,743,1418,2161,"11754"
2019,"Justin Nicolino","CHW","AAA",27,116,0.28169014,0.98639456,0.23759791,0.37859008,0.38381201,0.14285714,0.23129252,0.4507772,0.25906736,0.29015544,0.10979061,583,1184,1767,"11754"
2014,"Noah Syndergaard","NYM","AAA",21,133,0.37830688,1.47826087,0.24202128,0.45212766,0.30585106,0.2173913,0.09565217,0.38046272,0.24421594,0.37532134,0.10544512,800,1514,2314,"11762"
2013,"Andrew Werner","OAK","AAA",26,165,0.33641405,1.16981132,0.1681736,0.44846293,0.38336347,0.18396226,0.09433962,0.45293073,0.23801066,0.30905861,0.08673062,883,1619,2502,"11783"
2013,"James Paxton","SEA","AAA",24,145.2,0.33789954,1.65116279,0.20649652,0.49419954,0.29930394,0.14728682,0.07751938,0.42505593,0.24384787,0.3310962,0.09094535,950,1557,2507,"11828"
2019,"Enderson Franco","SFG","AAA",26,113,0.33625731,0.91780822,0.21568627,0.37535014,0.40896359,0.19863014,0.16438356,0.45776567,0.23160763,0.3106267,0.12317012,670,1311,1981,"11896"
2014,"Matt Andriese","TBR","AAA",24,162.1,0.29094828,1.63087248,0.16772824,0.51592357,0.3163482,0.14765101,0.12080537,0.44166667,0.22916667,0.32916667,0.10490626,881,1626,2507,"12022"
2013,"Brian Flynn","MIA","AAA",23,138,0.302267,1.84070796,0.17268041,0.53608247,0.29123711,0.16814159,0.0619469,0.46134663,0.24438903,0.29426434,0.10854617,736,1300,2036,"12027"
2014,"Brian Flynn","MIA","AAA",24,139.2,0.34513274,1.30128205,0.20399113,0.45011086,0.345898,0.17948718,0.08333333,0.40471092,0.26124197,0.33404711,0.10934042,867,1392,2259,"12027"
2014,"Cody Martin","ATL","AAA",24,156,0.3011236,0.97175141,0.22098214,0.38392857,0.39508929,0.21468927,0.0960452,0.41956522,0.26521739,0.31521739,0.08164823,1007,1614,2621,"12182"
2019,"Seth Maness","TEX","AAA",30,117,0.33746898,1.23972603,0.21014493,0.43719807,0.352657,0.23287671,0.13013699,0.4478673,0.25592417,0.29620853,0.07627594,557,1226,1783,"12235"
2017,"Aaron Brooks","CHC","AAA",27,138,0.34529148,1.6,0.20869565,0.48695652,0.30434783,0.15714286,0.19285714,0.46610169,0.2690678,0.26483051,0.0935412,752,1493,2245,"12272"
2014,"Aaron Brooks","KCR","AAA",24,139,0.3106576,1.06701031,0.09276018,0.46832579,0.43891403,0.1443299,0.07216495,0.45154185,0.21145374,0.33700441,0.10264901,701,1413,2114,"12272"
2019,"Colin Rea","CHC","AAA",28,148,0.29274005,1.36986301,0.21363636,0.45454545,0.33181818,0.23972603,0.11643836,0.46832579,0.19683258,0.33484163,0.08218623,933,1537,2470,"12317"
2014,"Nick Tropeano","HOU","AAA",23,124.2,0.24842767,0.92086331,0.17846154,0.39384615,0.42769231,0.16546763,0.07913669,0.41515152,0.23636364,0.34848485,0.13034518,687,1254,1941,"12385"
2011,"Adam Ottavino","STL","AAA",25,141,0.32941176,1.36,0.15107914,0.48920863,0.35971223,0.14666667,0.09333333,0.42105263,0.25400458,0.32494279,0.09302326,986,1422,2408,"1247"
2016,"Drew Rucinski","CHC","AAA",27,155,0.34063745,0.95327103,0.18039216,0.4,0.41960784,0.1728972,0.07476636,0.42774566,0.25626204,0.31599229,0.07841584,901,1624,2525,"12499"
2014,"Taylor Hill","WSN","AAA",25,144,0.26769912,1.41139241,0.17173913,0.48478261,0.34347826,0.17721519,0.09493671,0.4496788,0.27194861,0.27837259,0.06401138,719,1390,2109,"12515"
2015,"Taylor Hill","WSN","AAA",26,118.2,0.36065574,1.4379562,0.21596244,0.46244131,0.32159624,0.19708029,0.06569343,0.48623853,0.21330275,0.30045872,0.05958549,700,1230,1930,"12515"
2016,"Taylor Hill","WSN","AAA",27,154.2,0.29681275,1.06735751,0.21764706,0.40392157,0.37843137,0.23316062,0.0984456,0.49423077,0.24038462,0.26538462,0.06296914,881,1517,2398,"12515"
2015,"Erik Johnson","CHW","AAA",25,132.2,0.29344729,1.14166667,0.25290698,0.39825581,0.34883721,0.21666667,0.04166667,0.41690141,0.27323944,0.30985915,0.12118274,698,1365,2063,"12520"
2018,"Drew Gagnon","NYM","AAA",28,157.2,0.31372549,1.51879699,0.19664269,0.48441247,0.31894484,0.16541353,0.17293233,0.46976744,0.2744186,0.25581395,0.14108216,923,1572,2495,"12545"
2014,"Mike Wright Jr.","BAL","AAA",24,142.2,0.32181425,0.9281768,0.23464912,0.36842105,0.39692982,0.17679558,0.05524862,0.45435244,0.24840764,0.29723992,0.08445214,792,1517,2309,"12586"
2014,"Nate Karns","TBR","AAA",26,145.1,0.32307692,1.3115942,0.19647355,0.4559194,0.34760705,0.23913043,0.11594203,0.4729064,0.21674877,0.31034483,0.11702128,860,1490,2350,"12638"
2016,"Roenis Elias","BOS","AAA",27,125,0.30259366,1.21008403,0.25071225,0.41025641,0.33903134,0.26890756,0.08403361,0.45938375,0.21848739,0.32212885,0.09704852,767,1232,1999,"12673"
2017,"Tyler Wilson","BAL","AAA",27,114,0.31216931,1.41322314,0.2335958,0.4488189,0.3175853,0.23140496,0.08264463,0.42525773,0.25773196,0.31701031,0.07916901,625,1156,1781,"12691"
2017,"Ryan Carpenter","COL","AAA",26,156,0.3317757,1.28571429,0.22580645,0.43548387,0.33870968,0.19047619,0.1292517,0.44742729,0.25503356,0.29753915,0.107272,870,1619,2489,"12699"
2013,"Trevor Bauer","CLE","AAA",22,121.1,0.30701754,1.04379562,0.18367347,0.41690962,0.39941691,0.21167883,0.10218978,0.50420168,0.22689076,0.26890756,0.0952381,915,1248,2163,"12703"
2013,"Sonny Gray","OAK","AAA",23,118.1,0.3373494,1.85714286,0.21450151,0.51057402,0.27492447,0.21978022,0.05494505,0.44510386,0.23738872,0.31750742,0.0959596,686,1096,1782,"12768"
2014,"Matt Wisler","SDP","AAA",21,116.2,0.31728045,1.22047244,0.21666667,0.43055556,0.35277778,0.18897638,0.1496063,0.42741935,0.29032258,0.28225806,0.09978655,663,1211,1874,"12804"
2014,"Alex Meyer","MIN","AAA",24,130.1,0.32121212,1.29166667,0.16413374,0.47112462,0.36474164,0.29166667,0.08333333,0.41246291,0.21958457,0.36795252,0.10633484,839,1371,2210,"12833"
2014,"Matt Barnes","BOS","AAA",24,127.2,0.29365079,1.07284768,0.17195767,0.42857143,0.3994709,0.20529801,0.05298013,0.40463918,0.23453608,0.36082474,0.09579991,806,1313,2119,"12863"
2014,"Logan Verrett","NYM","AAA",24,162,0.32758621,1.37714286,0.20610687,0.45992366,0.33396947,0.17142857,0.09714286,0.48979592,0.23376623,0.27643785,0.117598,813,1585,2398,"12905"
2016,"Gabriel Ynoa","NYM","AAA",23,154.1,0.29980658,1.54545455,0.23287671,0.46575342,0.30136986,0.18181818,0.0974026,0.45966229,0.25140713,0.28893058,0.07029877,816,1460,2276,"12938"
2016,"Jason Wheeler","MIN","AAA",25,145.1,0.28117914,0.89473684,0.19101124,0.38202247,0.42696629,0.29473684,0.06842105,0.4812362,0.22516556,0.29359823,0.09695652,813,1487,2300,"13128"
2015,"Henry Owens","BOS","AAA",22,122.1,0.23333333,1,0.1951952,0.4024024,0.4024024,0.21641791,0.05223881,0.48367953,0.23738872,0.27893175,0.10989011,772,1230,2002,"13143"
2016,"Henry Owens","BOS","AAA",23,137.2,0.26628895,0.76397516,0.20224719,0.34550562,0.45224719,0.33540373,0.08074534,0.45355191,0.24590164,0.30054645,0.11492352,957,1462,2419,"13143"
2017,"Jayson Aquino","BAL","AAA",24,114.2,0.31754875,1.5625,0.19607843,0.49019608,0.31372549,0.19642857,0.09821429,0.47154472,0.25745257,0.27100271,0.10339343,673,1213,1886,"13150"
2016,"William Cuevas","BOS","AAA",25,131,0.28019324,0.79444444,0.22541966,0.34292566,0.43165468,0.27222222,0.1,0.42824074,0.25694444,0.31481481,0.09936985,751,1312,2063,"13331"
2018,"William Cuevas","BOS","AAA",27,135.1,0.27105263,0.66850829,0.22959184,0.30867347,0.46173469,0.3480663,0.09392265,0.47474747,0.19191919,0.33333333,0.11567164,745,1399,2144,"13331"
2018,"Adrian Sampson","TEX","AAA",26,126.2,0.30413625,1.10126582,0.19417476,0.4223301,0.38349515,0.15822785,0.07594937,0.40521327,0.24170616,0.35308057,0.08747412,649,1283,1932,"13339"
2015,"Adrian Sampson","PIT","AAA",23,124.1,0.32493703,1.35433071,0.23918575,0.43765903,0.32315522,0.18110236,0.06299213,0.43069307,0.26237624,0.30693069,0.101465,590,1253,1843,"13339"
2015,"Brady Rodgers","HOU","AAA",24,115.2,0.32712766,1.55172414,0.22105263,0.47368421,0.30526316,0.23275862,0.11206897,0.45501285,0.25706941,0.28791774,0.0780065,593,1253,1846,"13393"
2016,"Brady Rodgers","HOU","AAA",25,132,0.31853786,1.53333333,0.20626632,0.48041775,0.31331593,0.18333333,0.05833333,0.42966752,0.24808184,0.32225064,0.08939709,618,1306,1924,"13393"
2015,"Dylan Floro","TBR","AAA",24,132.2,0.32679739,1.88,0.20353982,0.5199115,0.27654867,0.168,0.08,0.4465812,0.25213675,0.30128205,0.08050633,631,1344,1975,"13394"
2015,"Taylor Rogers","MIN","AAA",24,174,0.32969035,1.83225806,0.19301471,0.52205882,0.28492647,0.16129032,0.05806452,0.44444444,0.28494624,0.27060932,0.07296467,908,1696,2604,"13449"
2017,"Lucas Sims","ATL","AAA",23,115.1,0.27536232,0.82051282,0.24199288,0.34163701,0.41637011,0.30769231,0.16239316,0.44876325,0.19787986,0.35335689,0.120671,658,1190,1848,"13470"
2015,"Matt Bowman","NYM","AAA",24,140,0.33935743,2.6,0.23790323,0.55040323,0.21169355,0.12380952,0.14285714,0.49706458,0.25440313,0.24853229,0.0743623,842,1471,2313,"13528"
2018,"Justin Haley","BOS","AAA",27,113.2,0.34234234,1.5257732,0.27083333,0.44047619,0.28869048,0.26804124,0.10309278,0.4548105,0.21865889,0.32653061,0.09349593,720,1248,1968,"13572"
2016,"Robert Stephenson","CIN","AAA",23,136.2,0.25789474,0.9691358,0.17357513,0.40673575,0.41968912,0.24691358,0.10493827,0.46192893,0.26903553,0.26903553,0.10863758,888,1358,2246,"13594"
2018,"Robert Stephenson","CIN","AAA",25,113,0.23938224,0.77165354,0.1509434,0.36981132,0.47924528,0.26771654,0.09448819,0.47426471,0.25,0.27573529,0.16180517,679,1138,1817,"13594"
2017,"Shawn Morimando","CLE","AAA",24,159.1,0.31958763,1.05263158,0.21843687,0.4008016,0.38076152,0.12105263,0.11578947,0.45098039,0.29019608,0.25882353,0.11147011,903,1573,2476,"13606"
2016,"Ryan Merritt","CLE","AAA",24,143.1,0.30652174,1.06470588,0.24190065,0.39092873,0.36717063,0.22352941,0.08823529,0.46008403,0.2394958,0.30042017,0.07358491,682,1438,2120,"13688"
2017,"Ryan Merritt","CLE","AAA",25,116,0.28613569,1.34188034,0.22379603,0.44475921,0.33144476,0.17094017,0.16239316,0.48603352,0.22625698,0.2877095,0.08052541,615,1136,1751,"13688"
2016,"Michael Roth","TEX","AAA",26,145.1,0.28798186,1.59574468,0.16818182,0.51136364,0.32045455,0.17730496,0.06382979,0.44911504,0.28982301,0.26106195,0.08211679,805,1387,2192,"13736"
2015,"Michael Roth","CLE","AAA",25,124.1,0.30049261,1.07594937,0.2038835,0.41262136,0.38349515,0.18987342,0.12658228,0.42488263,0.27699531,0.29812207,0.09011329,734,1208,1942,"13736"
2016,"Chris Stratton","SFG","AAA",25,125.2,0.30481283,1.20895522,0.19565217,0.44021739,0.36413043,0.19402985,0.04477612,0.42328042,0.20634921,0.37037037,0.08800419,679,1230,1909,"13761"
